date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:03:52	5263/5263	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-148f%22	https://demo.themefisher.com/copper/images/blogs/02.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/02.jpg	(from https://demo.themefisher.com/copper/blog.html)
01:03:52	17266/17266	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-4372%22	https://demo.themefisher.com/copper/images/blogs/03.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/03.jpg	(from https://demo.themefisher.com/copper/blog.html)
01:03:53	4298/4298	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-10ca%22	https://demo.themefisher.com/copper/images/blogs/04.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/04.jpg	(from https://demo.themefisher.com/copper/blog.html)
01:03:53	11406/11406	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-2c8e%22	https://demo.themefisher.com/copper/images/blogs/05.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/05.jpg	(from https://demo.themefisher.com/copper/blog.html)
01:03:53	11449/11449	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-2cb9%22	https://demo.themefisher.com/copper/images/blogs/details/01.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/details/01.jpg	(from https://demo.themefisher.com/copper/blog-details.html)
01:03:53	22960/22960	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-59b0%22	https://demo.themefisher.com/copper/images/blogs/06.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/06.jpg	(from https://demo.themefisher.com/copper/blog.html)
01:03:54	3038/3038	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-bde%22	https://demo.themefisher.com/copper/images/blogs/details/user-01.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/details/user-01.jpg	(from https://demo.themefisher.com/copper/blog-details.html)
01:03:54	220/220	---M--	200	added ('OK')	image/png	etag:%2261ebb2ec-dc%22	https://demo.themefisher.com/copper/images/blogs/details/arrow.png	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/details/arrow.png	(from https://demo.themefisher.com/copper/blog-details.html)
01:03:54	3897/3897	---M--	200	added ('OK')	image/jpeg	etag:%2261ebb2ec-f39%22	https://demo.themefisher.com/copper/images/blogs/details/user-02.jpg	F:/My%20Web%20Sites/CopperLearn/demo.themefisher.com/copper/images/blogs/details/user-02.jpg	(from https://demo.themefisher.com/copper/blog-details.html)
01:03:55	163873/163873	---M-Z	200	added ('OK')	text/css	etag:W/%2228021-7Ba9Gb9K6bwuIzasQJpQO7varK0%22	https://cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	F:/My%20Web%20Sites/CopperLearn/cdn.jsdelivr.net/npm/bootstrap@5.1.3/dist/css/bootstrap.min.css	(from https://demo.themefisher.com/copper/service.html)
01:03:55	3497/3497	---M--	200	added ('OK')	image/png	etag:%226bf56f9c5cdca24c497cf1ab8a585178%22	https://user-images.githubusercontent.com/17677384/103198484-9ef49480-4912-11eb-954d-5ec749d1df5c.png	F:/My%20Web%20Sites/CopperLearn/user-images.githubusercontent.com/17677384/103198484-9ef49480-4912-11eb-954d-5ec749d1df5c.png	(from https://demo.themefisher.com/copper/service.html)
01:03:56	3132/3132	---M--	200	added ('OK')	image/png	etag:%223c05bebc134f3a7a09d7ab3605a1c149%22	https://user-images.githubusercontent.com/17677384/103198516-b3389180-4912-11eb-91cc-dcc4ae2ade49.png	F:/My%20Web%20Sites/CopperLearn/user-images.githubusercontent.com/17677384/103198516-b3389180-4912-11eb-91cc-dcc4ae2ade49.png	(from https://demo.themefisher.com/copper/service.html)
01:03:56	22459/22459	---M--	200	added ('OK')	image/png	etag:%22ec8775816297bec39132c3e8a04f39d8%22	https://user-images.githubusercontent.com/17677384/103198522-bb90cc80-4912-11eb-83d1-b4b98a2ab4c6.png	F:/My%20Web%20Sites/CopperLearn/user-images.githubusercontent.com/17677384/103198522-bb90cc80-4912-11eb-83d1-b4b98a2ab4c6.png	(from https://demo.themefisher.com/copper/service.html)
01:03:56	48634/48634	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03e5b-bdfa%22	https://cdnjs.cloudflare.com/ajax/libs/filterizr/2.2.4/vanilla.filterizr.min.js	F:/My%20Web%20Sites/CopperLearn/cdnjs.cloudflare.com/ajax/libs/filterizr/2.2.4/vanilla.filterizr.min.js	(from https://demo.themefisher.com/copper/service.html)
